state_name,district_name,crop_year,season,crop,area,production,matched_state,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
Telangana,MAHBUBNAGAR,2010,Kharif,Arhar/Tur,124059.0,50492.0,Telangana,10.3,5.3,1.5,5.6,24.9,127.0,395.5,308.1,249.8,98.7,40.5,9.3,1276.4,15.5,32.0,1080.4,148.5
Jharkhand,BOKARO,2006,Rabi,Potato,502.68,4418.0,Jharkhand,0.3,0.2,22.4,15.7,107.4,198.3,447.1,337.2,298.7,24.6,7.4,0.0,1459.5,0.5,145.5,1281.4,32.0
Bihar,JEHANABAD,2004,Kharif,Sesamum,10.0,5.0,Bihar,22.7,2.1,2.2,32.0,72.7,246.8,418.4,175.9,115.3,56.4,3.1,0.0,1147.8,24.8,107.0,956.4,59.5
Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Kharif,Small millets,265.0,344.0,,,,,,,,,,,,,,,,,,
Andaman And Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi,Arecanut,1296.0,2290.0,Andaman & Nicobar Islands,101.7,8.0,0.7,12.5,319.0,448.9,521.9,563.8,263.3,402.4,268.5,246.4,3157.1,109.8,332.2,1797.8,917.3
Kerala,PALAKKAD,1999,Whole Year,Cardamom,2919.0,180.0,Kerala,1.8,23.8,21.4,111.6,453.2,607.3,700.4,266.3,88.0,567.9,68.1,4.9,2914.6,25.5,586.2,1661.9,640.9
Goa,NORTH GOA,2007,Whole Year,Cashewnut,40508.0,15327.0,,,,,,,,,,,,,,,,,,
Mizoram,LUNGLEI,2004,Kharif,Rapeseed &Mustard,17.0,11.0,,,,,,,,,,,,,,,,,,
Punjab,SANGRUR,2009,Kharif,Arhar/Tur,500.0,400.0,Punjab,9.4,14.4,10.5,14.0,5.6,10.6,158.0,76.8,54.7,4.0,2.7,0.4,361.2,23.9,30.1,300.1,7.1
Sikkim,NORTH DISTRICT,2001,Kharif,Soyabean,400.0,274.0,,,,,,,,,,,,,,,,,,
Manipur,UKHRUL,2000,Whole Year,Banana,320.0,4110.0,,,,,,,,,,,,,,,,,,
Punjab,BATHINDA,2013,Rabi,Gram,2000.0,2300.0,Punjab,9.3,50.1,11.6,3.4,3.6,120.3,117.9,217.1,24.4,16.2,6.1,6.6,586.6,59.4,18.6,479.7,28.9
West Bengal,NADIA,2012,Rabi,Gram,7127.0,6505.0,Gangetic West Bengal,40.7,15.3,4.4,57.7,44.2,146.6,315.0,261.4,246.9,64.2,47.0,24.6,1268.0,56.0,106.3,969.9,135.8
Bihar,PURBI CHAMPARAN,2005,Kharif,Mesta,9.0,53.0,Bihar,13.9,14.3,12.1,7.7,28.6,82.5,300.0,309.1,105.1,34.3,0.0,0.2,907.8,28.2,48.5,796.7,34.5
Karnataka,BIDAR,2013,Kharif,Moong(Green Gram),35857.0,15295.0,Coastal Karnataka,2.4,19.6,19.0,28.5,100.4,1153.0,1515.3,680.2,379.1,265.1,56.9,10.0,4229.4,21.9,147.9,3727.6,332.0
Mizoram,CHAMPHAI,2005,Whole Year,Tobacco,174.0,126.0,,,,,,,,,,,,,,,,,,
Punjab,JALANDHAR,2009,Kharif,Moong(Green Gram),100.0,100.0,Punjab,9.4,14.4,10.5,14.0,5.6,10.6,158.0,76.8,54.7,4.0,2.7,0.4,361.2,23.9,30.1,300.1,7.1
Arunachal Pradesh,ANJAW,2009,Whole Year,Sugarcane,6.0,31.0,Arunachal Pradesh,18.0,92.8,72.1,132.7,189.9,259.1,329.9,370.3,152.5,82.9,33.9,15.9,1749.9,110.8,394.7,1111.8,132.7
Jammu And Kashmir,DODA,2013,Rabi,Rapeseed &Mustard,1608.0,1536.2,Jammu & Kashmir,52.2,136.4,41.9,47.4,47.4,80.5,125.1,219.1,41.2,34.4,13.4,20.3,859.3,188.6,136.7,465.8,68.1
Karnataka,BELGAUM,1997,Kharif,Arhar/Tur,11268.0,1820.0,Coastal Karnataka,0.7,0.0,14.9,21.5,23.1,818.6,1494.1,1146.0,117.1,148.5,109.8,59.2,3953.6,0.7,59.5,3575.8,317.5
Kerala,THRISSUR,2001,Whole Year,Rubber,13402.0,19762.0,Kerala,16.5,28.3,7.0,238.0,238.6,715.3,598.5,361.3,216.8,319.6,181.0,10.1,2931.1,44.7,483.7,1892.0,510.7
Haryana,SIRSA,2005,Kharif,Cotton(lint),193063.0,581000.0,,,,,,,,,,,,,,,,,,
Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif,Groundnut,20.0,40.0,,,,,,,,,,,,,,,,,,
Chandigarh,CHANDIGARH,2001,Whole Year,Potato,80.0,2000.0,Chhattisgarh,0.8,0.3,14.6,17.6,16.6,339.4,630.6,380.3,108.4,86.9,4.6,0.0,1600.1,1.1,48.7,1458.8,91.6
Odisha,ANUGUL,2013,Winter,Sugarcane,42.0,2315.2,Orissa,3.3,7.8,2.1,53.6,57.7,272.6,380.0,254.9,208.1,391.0,1.2,0.0,1632.4,11.2,113.4,1115.6,392.2
Haryana,JIND,1998,Whole Year,Dry chillies,18.0,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,SPSR NELLORE,2000,Whole Year,Sweet potato,234.0,2341.0,Coastal Andhra Pradesh,0.1,42.4,0.7,19.1,68.4,200.5,154.1,311.5,102.9,69.6,10.6,12.4,992.3,42.5,88.3,768.9,92.6
Sikkim,EAST DISTRICT,2012,Rabi,Barley,240.0,250.0,,,,,,,,,,,,,,,,,,
Bihar,GOPALGANJ,2004,Whole Year,Onion,194.0,1740.0,Bihar,22.7,2.1,2.2,32.0,72.7,246.8,418.4,175.9,115.3,56.4,3.1,0.0,1147.8,24.8,107.0,956.4,59.5
Meghalaya,SOUTH GARO HILLS,2002,Kharif,Small millets,205.0,203.0,Assam & Meghalaya,20.2,5.7,83.3,279.9,286.9,502.5,565.1,312.5,209.7,49.5,69.4,7.9,2392.7,25.9,650.2,1589.8,126.8
Manipur,UKHRUL,2003,Whole Year,Citrus Fruit,350.0,1680.0,,,,,,,,,,,,,,,,,,
Tripura,WEST TRIPURA,2004,Rabi,Wheat,387.0,842.0,,,,,,,,,,,,,,,,,,
Punjab,FARIDKOT,2005,Kharif,Sesamum,100.0,100.0,Punjab,35.8,60.3,28.6,8.4,5.2,34.6,176.7,95.3,106.7,0.4,0.0,0.0,552.0,96.1,42.2,413.4,0.4
Arunachal Pradesh,LOWER DIBANG VALLEY,2012,Whole Year,Dry chillies,95.0,105.0,Arunachal Pradesh,57.8,35.8,134.2,403.4,187.4,645.8,638.9,316.0,724.9,248.1,22.0,26.2,3440.3,93.6,724.9,2325.6,296.3
West Bengal,PURULIA,2008,Kharif,Jowar,26.0,10.0,Gangetic West Bengal,49.4,12.4,11.5,42.8,94.4,414.5,338.4,252.2,267.3,72.3,0.0,0.2,1555.2,61.8,148.8,1272.3,72.4
Assam,KOKRAJHAR,2011,Kharif,Maize,925.0,512.0,,,,,,,,,,,,,,,,,,
Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,2006,Rabi,Other  Rabi pulses,3485.0,4259.0,,,,,,,,,,,,,,,,,,
Nagaland,MOKOKCHUNG,2009,Kharif,Ragi,70.0,50.0,,,,,,,,,,,,,,,,,,
Sikkim,SOUTH DISTRICT,1999,Rabi,Wheat,1960.0,2590.0,,,,,,,,,,,,,,,,,,
Uttar Pradesh,MUZAFFARNAGAR,2007,Rabi,Gram,78.0,58.0,West Uttar Pradesh,0.4,66.9,37.4,0.9,11.0,88.4,155.1,152.2,57.0,1.8,0.0,1.4,572.5,67.3,49.3,452.7,3.2
Rajasthan,DHOLPUR,2009,Whole Year,Garlic,1.0,1.0,West Rajasthan,2.9,2.8,5.3,1.6,7.6,26.1,79.1,27.1,7.5,0.3,0.1,0.1,160.4,5.7,14.5,139.8,0.5
Puducherry,MAHE,2000,Kharif,Dry ginger,21.0,13.0,,,,,,,,,,,,,,,,,,
Jharkhand,GODDA,2003,Rabi,Wheat,5575.11,8663.72,Jharkhand,3.3,30.5,33.6,17.9,21.5,152.4,247.5,245.1,224.0,255.5,6.2,7.4,1245.0,33.9,73.1,869.0,269.1
Goa,NORTH GOA,2004,Whole Year,Sugarcane,295.0,17103.0,,,,,,,,,,,,,,,,,,
Andhra Pradesh,GUNTUR,2011,Rabi,other oilseeds,5.0,8.0,Coastal Andhra Pradesh,0.0,17.9,0.9,62.3,67.9,86.8,196.0,215.8,129.7,74.6,4.9,5.0,861.9,17.9,131.2,628.4,84.4
Uttar Pradesh,BALLIA,2000,Kharif,Bajra,1491.0,1172.0,West Uttar Pradesh,8.8,22.9,1.7,2.1,23.6,143.0,251.2,238.9,79.1,0.0,0.0,0.0,771.4,31.7,27.4,712.2,0.1
Maharashtra,SATARA,2008,Whole Year,Sugarcane,50400.0,4230000.0,Madhya Maharashtra,0.0,0.0,18.1,0.6,1.1,107.9,157.9,257.6,312.4,56.6,3.7,0.9,916.9,0.0,19.9,835.9,61.1
Madhya Pradesh,JABALPUR,2004,Kharif,Small millets,13258.0,4870.0,West Madhya Pradesh,16.8,0.0,0.0,0.4,4.8,83.7,218.0,421.9,55.7,43.7,2.2,0.8,848.1,16.8,5.3,779.2,46.7
Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Winter,Sugarcane,1422.0,92430.0,,,,,,,,,,,,,,,,,,
Karnataka,CHIKMAGALUR,1999,Summer,Sunflower,1.0,1.0,Coastal Karnataka,0.0,0.4,0.4,7.1,335.5,854.1,1525.9,518.4,186.5,338.2,12.8,0.5,3779.9,0.4,343.0,3084.9,351.5
Nagaland,DIMAPUR,2014,Kharif,Sweet potato,120.0,1020.0,,,,,,,,,,,,,,,,,,
Punjab,GURDASPUR,2007,Kharif,Maize,13000.0,28000.0,Punjab,1.2,68.8,48.2,10.0,5.9,64.4,95.1,215.4,73.7,0.6,0.9,10.6,594.8,70.0,64.1,448.6,12.1
Manipur,BISHNUPUR,1999,Kharif,Rice,18360.0,48930.0,,,,,,,,,,,,,,,,,,
Bihar,SARAN,2013,Rabi,Peas & beans (Pulses),194.0,243.0,Bihar,5.1,22.6,0.6,32.3,89.5,183.3,182.0,213.6,143.3,197.1,0.4,0.0,1069.9,27.7,122.4,722.2,197.5
Madhya Pradesh,SEONI,1997,Kharif,Paddy,102800.0,91800.0,West Madhya Pradesh,3.0,0.0,0.7,4.0,1.7,89.7,345.9,334.8,97.2,36.1,51.4,93.9,1058.3,3.0,6.4,867.6,181.4
Uttarakhand,UDAM SINGH NAGAR,2010,Rabi,other oilseeds,10.0,10.0,Uttarakhand,11.4,62.1,3.8,13.8,47.0,72.7,455.8,335.7,389.7,8.0,4.5,19.5,1424.0,73.6,64.5,1253.9,32.0
Arunachal Pradesh,UPPER SIANG,2009,Whole Year,Dry chillies,230.0,138.0,Arunachal Pradesh,18.0,92.8,72.1,132.7,189.9,259.1,329.9,370.3,152.5,82.9,33.9,15.9,1749.9,110.8,394.7,1111.8,132.7
Uttar Pradesh,SIDDHARTH NAGAR,2013,Rabi,Peas & beans (Pulses),3305.0,3278.0,West Uttar Pradesh,20.4,69.5,3.5,1.6,2.1,190.6,233.9,287.1,52.2,61.2,1.7,8.9,932.8,89.9,7.2,763.8,71.8
Bihar,NAWADA,2012,Rabi,Linseed,794.0,688.0,Bihar,18.1,2.7,7.3,20.4,18.8,96.2,354.0,240.4,233.8,34.3,6.4,0.0,1032.4,20.9,46.5,924.4,40.6
Puducherry,PONDICHERRY,2002,Whole Year,Banana,240.0,7260.0,,,,,,,,,,,,,,,,,,
Andaman And Nicobar Islands,NICOBARS,2010,Rabi,Dry chillies,12.0,25.0,Andaman & Nicobar Islands,101.7,8.0,0.7,12.5,319.0,448.9,521.9,563.8,263.3,402.4,268.5,246.4,3157.1,109.8,332.2,1797.8,917.3
Manipur,IMPHAL WEST,2006,Summer,Banana,20.0,260.0,,,,,,,,,,,,,,,,,,
Rajasthan,KOTA,2006,Whole Year,Potato,257.0,4865.0,West Rajasthan,0.0,0.0,16.9,3.4,8.3,36.9,52.7,203.6,31.3,5.3,0.4,2.5,361.3,0.0,28.6,324.4,8.3
Maharashtra,HINGOLI,2011,Rabi,Gram,40200.0,37000.0,Madhya Maharashtra,0.0,0.3,0.3,5.0,2.9,133.3,261.4,238.1,148.4,62.8,0.0,0.0,852.6,0.3,8.2,781.3,62.8
Manipur,IMPHAL EAST,2007,Whole Year,Banana,580.0,7460.0,,,,,,,,,,,,,,,,,,
Maharashtra,DHULE,2004,Kharif,Jowar,29600.0,43800.0,Madhya Maharashtra,0.1,0.1,0.0,4.7,49.0,215.9,174.2,354.1,181.2,42.1,8.0,0.1,1029.5,0.2,53.7,925.5,50.2
Sikkim,WEST DISTRICT,2009,Kharif,Soyabean,800.0,700.0,,,,,,,,,,,,,,,,,,
Nagaland,LONGLENG,2008,Rabi,Peas & beans (Pulses),300.0,380.0,,,,,,,,,,,,,,,,,,
Telangana,WARANGAL,2003,Kharif,Sesamum,24744.0,9353.0,Telangana,0.0,10.7,21.9,14.0,7.9,112.6,312.2,266.5,103.2,101.7,7.3,5.3,963.2,10.7,43.8,794.5,114.2
Andhra Pradesh,SPSR NELLORE,2004,Kharif,Sunflower,26420.0,14679.0,Coastal Andhra Pradesh,24.0,11.4,11.6,40.1,57.6,152.8,192.1,125.0,101.7,147.9,9.4,0.2,873.6,35.3,109.3,571.5,157.5
West Bengal,DINAJPUR UTTAR,2005,Rabi,Masoor,932.0,348.0,Gangetic West Bengal,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0.0,4.9,1604.9,38.6,207.0,1002.6,356.6
Puducherry,PONDICHERRY,2014,Kharif,Groundnut,8.0,24.0,,,,,,,,,,,,,,,,,,
Chhattisgarh,BASTAR,2010,Kharif,Niger seed,12189.0,2591.0,Chhattisgarh,7.9,4.9,1.0,5.9,12.6,102.6,426.8,340.3,302.5,54.3,20.2,27.6,1306.6,12.8,19.4,1172.2,102.1
Himachal Pradesh,SHIMLA,1999,Kharif,Moong(Green Gram),13.0,5.0,Himachal Pradesh,109.2,54.3,33.4,7.1,98.3,104.7,304.1,284.6,111.4,6.4,28.9,2.5,1144.9,163.5,138.8,804.8,37.8
Chandigarh,CHANDIGARH,1999,Kharif,Urad,10.0,8.0,Chhattisgarh,0.0,3.1,0.1,0.0,31.5,222.5,310.0,408.7,253.7,91.2,1.3,0.6,1322.6,3.1,31.6,1194.9,93.0
Telangana,NIZAMABAD,2005,Rabi,Bajra,7313.0,4636.0,Telangana,43.4,14.1,14.6,23.8,19.7,115.1,400.3,126.9,246.3,136.1,3.9,18.8,1163.1,57.5,58.2,888.5,158.8
Rajasthan,DUNGARPUR,2008,Kharif,Urad,11789.0,3254.0,West Rajasthan,1.6,0.2,0.8,18.2,24.7,56.1,57.1,133.3,23.0,0.4,0.4,8.3,324.1,1.8,43.6,269.5,9.1
Jammu And Kashmir,RAMBAN,2007,Rabi,Wheat,4021.0,5650.0,Jammu & Kashmir,12.3,116.7,259.3,15.0,65.6,143.9,132.4,196.8,33.0,1.6,0.0,47.0,1023.5,129.0,339.8,506.1,48.6
Andaman And Nicobar Islands,SOUTH ANDAMANS,2010,Rabi,Groundnut,15.5,7.6,Andaman & Nicobar Islands,101.7,8.0,0.7,12.5,319.0,448.9,521.9,563.8,263.3,402.4,268.5,246.4,3157.1,109.8,332.2,1797.8,917.3
Andaman And Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,Cashewnut,118.5,30.22,Andaman & Nicobar Islands,0.0,0.0,20.3,51.1,305.3,452.4,429.3,311.1,507.5,293.5,300.1,283.9,2954.7,0.0,376.8,1700.4,877.5
Kerala,THRISSUR,2003,Whole Year,Dry ginger,124.0,150.0,Kerala,0.7,50.9,82.1,134.4,91.0,566.7,532.0,350.3,93.6,407.0,76.4,9.7,2394.9,51.6,307.5,1542.6,493.1
Jammu And Kashmir,JAMMU,2014,Kharif,Bajra,5465.0,3274.3,Jammu & Kashmir,75.8,64.0,153.1,76.1,52.7,25.3,100.5,134.6,362.8,32.2,14.1,2.3,1093.4,139.8,281.9,623.2,48.5
Haryana,PANIPAT,2004,Whole Year,Potato,206.0,4900.0,,,,,,,,,,,,,,,,,,
Chhattisgarh,KORBA,2012,Whole Year,Dry ginger,2.0,3.0,Chhattisgarh,36.6,4.8,1.1,14.9,9.4,147.3,430.6,442.2,245.3,19.8,20.4,5.0,1377.4,41.5,25.4,1265.4,45.1
Uttar Pradesh,JHANSI,1998,Summer,Moong(Green Gram),111.0,48.0,West Uttar Pradesh,3.3,8.1,23.5,9.0,10.4,71.4,273.4,343.7,84.2,39.6,0.7,0.0,867.2,11.4,42.9,772.7,40.2
Madhya Pradesh,SEHORE,2003,Whole Year,Orange,20.0,0.0,West Madhya Pradesh,1.1,21.1,0.1,1.0,0.3,128.7,307.5,228.0,254.9,0.9,0.2,2.5,946.4,22.2,1.4,919.2,3.6
Odisha,BARGARH,2011,Winter,Potato,313.0,2682.7,Orissa,3.7,16.2,4.9,58.2,75.6,210.1,199.6,358.6,398.7,20.2,0.1,0.4,1346.2,19.8,138.7,1167.0,20.7
Rajasthan,BARMER,2004,Rabi,Rapeseed &Mustard,18041.0,20326.0,West Rajasthan,2.4,0.0,0.0,4.8,6.0,33.5,26.9,94.3,8.6,18.7,0.0,1.6,196.7,2.4,10.8,163.3,20.3
Andaman And Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,Dry ginger,200.0,1800.0,Andaman & Nicobar Islands,0.0,0.0,20.3,51.1,305.3,452.4,429.3,311.1,507.5,293.5,300.1,283.9,2954.7,0.0,376.8,1700.4,877.5
Meghalaya,EAST GARO HILLS,2012,Winter,Rice,6831.0,11733.0,Assam & Meghalaya,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Jharkhand,SAHEBGANJ,2010,Rabi,Wheat,2414.0,3235.0,Jharkhand,0.2,2.3,0.9,6.3,29.2,92.6,170.2,155.1,160.5,55.1,4.7,20.0,697.1,2.5,36.4,578.4,79.8
Chandigarh,CHANDIGARH,1998,Kharif,Maize,380.0,1330.0,Chhattisgarh,64.9,11.2,27.3,11.9,16.4,156.2,356.0,259.6,288.3,93.1,47.8,0.0,1332.5,76.0,55.6,1060.1,140.9
Kerala,PALAKKAD,2012,Whole Year,Sesamum,17.0,3.0,Kerala,7.4,11.0,21.0,171.1,95.3,430.3,362.6,501.6,241.1,187.5,112.9,9.4,2151.1,18.3,287.4,1535.6,309.8
Odisha,KANDHAMAL,2007,Autumn,Ragi,54.0,17.6,Orissa,0.7,32.5,8.0,21.0,62.8,321.0,285.1,420.6,401.7,66.4,14.0,0.0,1633.8,33.2,91.8,1428.4,80.4
Haryana,ROHTAK,2010,Kharif,Rice,39340.0,59000.0,,,,,,,,,,,,,,,,,,
Chhattisgarh,DURG,2002,Kharif,Urad,2953.0,747.0,Chhattisgarh,41.5,4.9,12.2,3.3,32.1,196.3,138.4,352.4,122.3,57.8,13.3,15.9,990.2,46.4,47.5,809.3,86.9
Uttar Pradesh,UNNAO,2014,Kharif,Sesamum,12031.0,1985.0,West Uttar Pradesh,48.3,29.4,22.6,5.3,11.0,22.0,151.6,81.0,84.7,14.6,0.0,16.3,486.9,77.7,39.0,339.4,30.8
Uttarakhand,UTTAR KASHI,2013,Rabi,Rapeseed &Mustard,873.0,437.0,Uttarakhand,73.0,188.3,22.0,24.7,18.2,488.9,413.4,359.4,111.3,29.1,3.2,3.8,1735.4,261.3,65.0,1373.0,36.2
Meghalaya,WEST KHASI HILLS,1997,Whole Year,Arecanut,26.0,35.0,Assam & Meghalaya,18.2,40.7,91.8,131.9,241.8,569.9,511.2,315.5,366.8,36.4,12.6,35.4,2372.2,58.9,465.6,1763.4,84.3
Himachal Pradesh,KANGRA,2005,Rabi,Onion,206.0,939.0,Himachal Pradesh,147.8,222.9,143.3,35.2,52.4,52.6,317.2,114.2,156.3,1.8,0.3,4.5,1248.5,370.7,230.9,640.3,6.6
Jharkhand,LATEHAR,2005,Rabi,Gram,1245.39,835.66,Jharkhand,22.1,17.5,17.7,9.6,23.5,157.2,266.4,214.5,141.5,83.1,1.3,6.1,960.4,39.6,50.7,779.5,90.5
Sikkim,EAST DISTRICT,2007,Kharif,Soyabean,600.0,530.0,,,,,,,,,,,,,,,,,,
Meghalaya,WEST GARO HILLS,2010,Kharif,Arhar/Tur,608.0,476.0,Assam & Meghalaya,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387.0,318.3,116.2,11.6,7.6,2711.5,3.7,882.3,1690.2,135.3
Manipur,IMPHAL EAST,2003,Whole Year,Beans & Mutter(Vegetable),232.0,1116.0,,,,,,,,,,,,,,,,,,
Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,2012,Winter,Arhar/Tur,312.0,254.0,,,,,,,,,,,,,,,,,,
Assam,NAGAON,1999,Whole Year,Sugarcane,9979.0,353543.0,,,,,,,,,,,,,,,,,,
Puducherry,MAHE,2010,Kharif,Black pepper,11.0,6.0,,,,,,,,,,,,,,,,,,
Himachal Pradesh,SOLAN,2010,Kharif,Horse-gram,294.0,108.0,Himachal Pradesh,25.5,96.6,45.1,60.3,81.4,108.5,291.8,274.1,176.7,30.5,10.8,58.1,1259.4,122.1,186.8,851.2,99.4
Puducherry,KARAIKAL,2007,Kharif,Sunflower,1.0,1.0,,,,,,,,,,,,,,,,,,
Andaman And Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year,Dry chillies,239.0,20.9,Andaman & Nicobar Islands,10.6,0.0,11.5,100.2,366.7,358.3,317.4,429.8,420.0,169.0,306.7,129.9,2620.2,10.7,478.4,1525.6,605.5
Manipur,CHANDEL,1999,Kharif,Rice,6170.0,6710.0,,,,,,,,,,,,,,,,,,
Maharashtra,WARDHA,2006,Summer,Groundnut,2100.0,2700.0,Madhya Maharashtra,0.0,0.0,7.1,0.2,42.3,205.3,416.4,421.7,217.0,60.1,25.5,0.0,1395.7,0.0,49.7,1260.4,85.6
Uttar Pradesh,MUZAFFARNAGAR,2003,Rabi,Gram,127.0,134.0,West Uttar Pradesh,18.6,40.4,2.5,4.4,5.9,74.1,315.6,214.2,356.6,0.7,0.8,13.6,1047.5,59.0,12.9,960.5,15.1
Chandigarh,CHANDIGARH,2006,Kharif,Rice,50.0,250.0,Chhattisgarh,2.7,0.0,26.2,17.2,23.5,92.2,495.1,447.2,184.6,13.3,15.1,0.7,1317.7,2.7,66.8,1219.0,29.1
Bihar,BEGUSARAI,2013,Rabi,Wheat,55148.0,185865.0,Bihar,5.1,22.6,0.6,32.3,89.5,183.3,182.0,213.6,143.3,197.1,0.4,0.0,1069.9,27.7,122.4,722.2,197.5
Arunachal Pradesh,CHANGLANG,2004,Whole Year,Dry ginger,20.0,145.0,Arunachal Pradesh,38.0,39.1,175.5,210.2,298.7,402.9,654.3,243.0,278.5,184.8,5.6,15.2,2545.7,77.1,684.3,1578.7,205.6
Kerala,KASARAGOD,2002,Summer,Rice,148.0,250.0,Kerala,4.7,8.7,35.7,117.3,330.8,503.1,318.7,438.2,99.0,511.7,137.5,2.1,2507.4,13.3,483.7,1359.0,651.3
Jharkhand,DUMKA,2005,Winter,Rice,69111.7,68282.36,Jharkhand,22.1,17.5,17.7,9.6,23.5,157.2,266.4,214.5,141.5,83.1,1.3,6.1,960.4,39.6,50.7,779.5,90.5
Rajasthan,BARAN,2004,Rabi,Gram,3164.0,3358.0,West Rajasthan,2.4,0.0,0.0,4.8,6.0,33.5,26.9,94.3,8.6,18.7,0.0,1.6,196.7,2.4,10.8,163.3,20.3
Mizoram,LUNGLEI,2005,Kharif,Soyabean,245.0,319.0,,,,,,,,,,,,,,,,,,
Goa,NORTH GOA,1997,Rabi,Groundnut,829.0,1601.0,,,,,,,,,,,,,,,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2004,Rabi,Gram,1441.0,1040.0,West Uttar Pradesh,20.6,0.7,0.0,20.0,21.7,59.3,124.2,250.5,84.0,60.5,0.7,0.2,642.3,21.3,41.7,517.9,61.4
Gujarat,BHARUCH,2011,Whole Year,Banana,8700.0,668300.0,Gujarat Region,0.0,0.2,0.0,0.0,0.0,16.3,259.2,451.7,162.5,0.4,0.0,0.0,890.5,0.2,0.0,889.8,0.4
Kerala,ALAPPUZHA,2014,Summer,Rice,18685.0,60549.0,Kerala,4.6,10.3,17.9,95.7,251.0,454.4,677.8,733.9,298.8,355.5,99.5,47.2,3046.4,14.9,364.5,2164.8,502.1
Tripura,WEST TRIPURA,2014,Kharif,Groundnut,43.0,44.0,,,,,,,,,,,,,,,,,,
Nagaland,DIMAPUR,2005,Kharif,Soyabean,5480.0,5740.0,,,,,,,,,,,,,,,,,,
Goa,SOUTH GOA,2011,Rabi,Other  Rabi pulses,1562.0,1293.0,,,,,,,,,,,,,,,,,,
Bihar,SITAMARHI,2008,Kharif,Sweet potato,69.0,835.0,Bihar,25.6,4.4,3.2,10.4,48.9,291.2,397.2,278.1,117.1,21.4,0.1,0.0,1197.7,30.0,62.6,1083.5,21.6
Andhra Pradesh,GUNTUR,2003,Whole Year,Bottle Gourd,234.0,0.0,Coastal Andhra Pradesh,6.2,19.4,40.7,19.4,12.2,104.0,241.7,158.3,130.2,252.3,11.5,101.1,1096.8,25.6,72.3,634.1,364.9
Assam,TINSUKIA,2012,Rabi,Dry chillies,214.0,167.0,,,,,,,,,,,,,,,,,,
Telangana,NALGONDA,2004,Rabi,Dry chillies,2292.0,6858.0,Telangana,34.4,17.9,9.3,25.9,34.6,64.6,216.7,117.7,110.1,30.6,5.3,0.0,667.0,52.2,69.8,509.1,35.9
Tamil Nadu,COIMBATORE,2011,Rabi,Cotton(lint),118.0,325.0,Tamil Nadu,4.3,11.2,8.0,91.5,33.4,56.0,45.5,128.9,76.0,200.4,230.5,41.0,926.5,15.5,132.8,306.4,471.8
Madhya Pradesh,SAGAR,2012,Rabi,Peas & beans (Pulses),14252.0,10584.0,West Madhya Pradesh,6.2,0.0,0.0,0.9,3.1,48.2,439.2,341.2,194.3,2.1,0.0,0.0,1035.2,6.2,4.0,1023.0,2.1
Bihar,VAISHALI,2012,Autumn,Maize,14160.0,44684.0,Bihar,18.1,2.7,7.3,20.4,18.8,96.2,354.0,240.4,233.8,34.3,6.4,0.0,1032.4,20.9,46.5,924.4,40.6
Tripura,SOUTH TRIPURA,2003,Whole Year,Sugarcane,452.0,21900.0,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,KURUNG KUMEY,2011,Whole Year,Dry chillies,11.0,4.0,Arunachal Pradesh,40.0,51.3,174.5,240.8,219.6,288.4,531.4,277.6,286.7,51.9,16.2,15.2,2193.7,91.4,634.9,1384.2,83.3
Odisha,JAJAPUR,1997,Summer,Groundnut,11092.0,13366.0,Orissa,17.9,5.3,31.9,77.8,33.0,197.6,303.4,479.9,234.6,37.0,27.4,58.8,1504.5,23.2,142.7,1215.5,123.2
Punjab,JALANDHAR,2005,Kharif,Arhar/Tur,1200.0,1200.0,Punjab,35.8,60.3,28.6,8.4,5.2,34.6,176.7,95.3,106.7,0.4,0.0,0.0,552.0,96.1,42.2,413.4,0.4
Odisha,RAYAGADA,2015,Summer,Rice,2000.0,4000.0,Orissa,15.1,3.3,10.5,67.6,32.6,238.6,294.8,264.0,237.0,24.7,6.2,15.6,1210.1,18.4,110.7,1034.5,46.5
Jharkhand,JAMTARA,2007,Autumn,Rice,900.0,1480.0,Jharkhand,1.7,48.4,25.5,22.3,58.1,125.4,430.4,353.6,324.7,39.6,7.6,0.0,1437.3,50.1,105.8,1234.1,47.2
